name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,engine,seats
Hyundai i20 Sportz 1.2,2013,5479,43000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Hyundai Verna 1.4 CX,2013,7534,50000,Diesel,Individual,Manual,First Owner,1396 CC,5
Maruti Wagon R PRIMEA,2006,1644,90000,Petrol,Individual,Manual,Second Owner,998 CC,5
Mahindra Xylo D4 BSIV,2012,5616,100000,Diesel,Individual,Manual,Second Owner,2498 CC,8
Hyundai Santro Xing (Non-AC),2010,1507,80000,Petrol,Individual,Manual,Second Owner,1086 CC,5
Mahindra Bolero 2011-2019 SLX,2012,6164,120000,Diesel,Individual,Manual,First Owner,2523 CC,7
Maruti Swift VXI,2019,8356,5000,Petrol,Individual,Manual,First Owner,1197 CC,5
Ford Ecosport 1.5 DV5 MT Trend,2016,7055,68609,Diesel,Dealer,Manual,First Owner,1498 CC,5
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,12671,33360,Diesel,Dealer,Manual,First Owner,1498 CC,5
Nissan Kicks XL BSIV,2019,11781,14317,Petrol,Dealer,Manual,First Owner,1498 CC,5
Ford Figo Diesel Titanium,2012,3082,87237,Diesel,Dealer,Manual,Second Owner,1399 CC,5
Ford Figo 1.5D Trend MT,2017,6849,62960,Diesel,Dealer,Manual,First Owner,1498 CC,5
Maruti Swift Dzire AMT VXI,2017,8219,26634,Petrol,Dealer,Automatic,First Owner,1197 CC,5
Ford Figo Diesel EXI Option,2012,2671,163720,Diesel,Dealer,Manual,First Owner,1399 CC,5
Maruti Wagon R LXI BS IV,2012,3630,67998,Petrol,Dealer,Manual,First Owner,998 CC,5
Ford Freestyle Trend Diesel,2018,8904,20706,Diesel,Dealer,Manual,First Owner,1499 CC,5
Ford Figo Aspire 1.5 TDCi Trend,2015,5685,100581,Diesel,Dealer,Manual,First Owner,1498 CC,5
Renault Duster 85PS Diesel RxE Adventure,2015,8219,67303,Diesel,Dealer,Manual,First Owner,1461 CC,5
Maruti Ritz VXi,2013,4658,79139,Petrol,Dealer,Manual,First Owner,1197 CC,5
Hyundai Grand i10 CRDi Sportz,2014,4795,84784,Diesel,Dealer,Manual,First Owner,1120 CC,5
Maruti Ritz LDi,2012,3630,130376,Diesel,Dealer,Manual,Second Owner,1248 CC,5
Tata Safari DICOR 2.2 EX 4x2,2017,8562,72000,Diesel,Individual,Manual,First Owner,2179 CC,7
Hyundai Verna CRDi SX,2008,3356,127000,Diesel,Individual,Manual,Second Owner,1493 CC,5
Maruti Swift VDI BSIV,2014,5411,120000,Diesel,Individual,Manual,First Owner,1248 CC,5
Fiat Punto 1.3 Emotion,2010,2603,120000,Diesel,Individual,Manual,Second Owner,,
Hyundai Xcent 1.1 CRDi S,2014,6712,100000,Diesel,Individual,Manual,First Owner,1120 CC,5
Toyota Etios GD,2012,6164,148000,Diesel,Individual,Manual,Second Owner,,
Maruti Ertiga SHVS VDI,2018,13082,40000,Diesel,Individual,Manual,First Owner,1248 CC,7
Maruti Swift Dzire VDI,2013,7192,110000,Diesel,Individual,Manual,First Owner,1248 CC,5
Tata Tigor 1.2 Revotron XZ Option,2017,7534,30000,Petrol,Individual,Manual,First Owner,1199 CC,5
Tata Indica Vista TDI LX,2014,2740,120000,Diesel,Individual,Manual,Second Owner,1405 CC,5
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,6849,15000,Petrol,Individual,Manual,First Owner,1196 CC,5
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,11301,33500,Diesel,Individual,Manual,First Owner,1248 CC,5
Mahindra Quanto C6,2012,3425,70000,Diesel,Individual,Manual,First Owner,1493 CC,7
Toyota Etios Cross 1.2L G,2015,8219,10000,Petrol,Individual,Manual,First Owner,1197 CC,5
Mahindra Scorpio S7 120,2018,18151,22053,Diesel,Individual,Manual,First Owner,2179 CC,7
Mahindra TUV 300 T8,2016,10548,50000,Diesel,Individual,Manual,First Owner,1493 CC,7
Chevrolet Optra Magnum 2.0 LS,2011,5685,78432,Diesel,Individual,Manual,First Owner,1991 CC,5
Hyundai Santa Fe 4X4,2011,11301,125000,Diesel,Individual,Manual,Second Owner,2199 CC,7
Ford Aspire Trend Diesel BSIV,2018,7260,80000,Diesel,Individual,Manual,First Owner,1498 CC,5
Toyota Innova 2.5 V Diesel 8-seater,2006,5822,270000,Diesel,Individual,Manual,Third Owner,2494 CC,8
Honda Brio V MT,2012,4247,50000,Petrol,Individual,Manual,Second Owner,1198 CC,5
Tata Tiago 1.2 Revotron XZ,2017,5342,20000,Petrol,Individual,Manual,First Owner,1199 CC,5
Hyundai Creta 1.6 VTVT E Plus,2016,9589,30000,Petrol,Individual,Manual,First Owner,1591 CC,5
Hyundai i10 Sportz 1.1L,2010,2740,70000,Petrol,Individual,Manual,Second Owner,1086 CC,5
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,14384,7200,Diesel,Individual,Manual,First Owner,2494 CC,8
Honda City i DTEC SV,2014,7945,97000,Diesel,Individual,Manual,First Owner,1498 CC,5
Hyundai EON Era Plus,2014,2740,60000,Petrol,Individual,Manual,Second Owner,814 CC,5
Chevrolet Sail Hatchback Petrol LS ABS,2013,3356,25000,Petrol,Individual,Manual,First Owner,1199 CC,5
Hyundai i10 Sportz,2010,2877,94000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Maruti Baleno LXI,2005,685,90000,Petrol,Individual,Manual,Second Owner,1590 CC,5
Chevrolet Captiva 2.2 LTZ AWD,2012,9589,50000,Diesel,Individual,Automatic,Second Owner,2231 CC,7
Tata Bolt Quadrajet XE,2019,9041,35000,Diesel,Individual,Manual,First Owner,1248 CC,5
Honda City i VTEC V,2015,8630,117500,Petrol,Individual,Manual,Second Owner,1497 CC,5
Mahindra XUV500 W8 2WD,2012,13014,78500,Diesel,Individual,Manual,First Owner,2179 CC,7
Hyundai i20 1.2 Asta Dual Tone,2018,10137,8000,Petrol,Individual,Manual,First Owner,1197 CC,5
Ford Figo Aspire 1.2 Ti-VCT Sports Edition,2017,7808,25000,Petrol,Individual,Manual,First Owner,1196 CC,5
Hyundai Verna 1.6 SX,2012,6164,60000,Diesel,Individual,Manual,Third Owner,1582 CC,5
Datsun RediGO 1.0 T Option,2019,5342,10000,Petrol,Individual,Manual,First Owner,999 CC,5
Ford Ikon 1.6 Nxt,2009,2466,70000,Petrol,Individual,Manual,Second Owner,1597 CC,5
Tata Nano LX,2015,1781,60000,Petrol,Individual,Manual,First Owner,624 CC,4
Honda City 2017-2020 GXi,2006,3699,70000,Petrol,Individual,Manual,Second Owner,1497 CC,5
Maruti 800 DX,1997,822,25000,Petrol,Individual,Manual,Third Owner,796 CC,4
Hyundai Verna 1.6 Xi ABS,2006,2329,90000,Petrol,Individual,Manual,Third Owner,1599 CC,5
Hyundai Creta 1.6 CRDi SX,2015,13411,90000,Diesel,Individual,Manual,First Owner,1582 CC,5
Tata Tiago 1.2 Revotron XM,2018,6712,25000,Petrol,Individual,Manual,First Owner,1199 CC,5
Ford Fiesta Diesel Style,2012,3836,60000,Diesel,Individual,Manual,Second Owner,1498 CC,5
Tata Tiago 1.2 Revotron XM,2018,5342,25000,Petrol,Individual,Manual,First Owner,1199 CC,5
Maruti Alto 800 VXI,2013,2329,60000,Petrol,Individual,Manual,Fourth & Above Owner,796 CC,5
Chevrolet Spark 1.0,2008,616,70000,Petrol,Individual,Manual,First Owner,995 CC,5
Maruti Ertiga SHVS VDI,2016,8767,80000,Diesel,Individual,Manual,Second Owner,1248 CC,7
Mahindra Scorpio S2 9 Seater,2015,8904,110000,Diesel,Individual,Manual,Second Owner,2523 CC,9
Mahindra Scorpio LX,2013,6849,115717,Diesel,Individual,Manual,First Owner,2179 CC,9
Ford Fusion Plus 1.4 TDCi Diesel,2008,1233,110000,Diesel,Individual,Manual,Second Owner,1399 CC,5
Tata Aria Pure LX 4x2,2014,6575,70000,Diesel,Individual,Manual,Second Owner,2179 CC,7
Maruti Swift VXI,2019,8630,4000,Petrol,Individual,Manual,First Owner,1197 CC,5
Hyundai i10 Sportz,2011,3425,50000,Petrol,Individual,Manual,First Owner,1197 CC,5
Hyundai Grand i10 Sportz,2016,4521,70000,Petrol,Individual,Manual,Fourth & Above Owner,1197 CC,5
Hyundai i10 Magna,2009,2466,70000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Hyundai i20 Magna,2010,2877,50000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Maruti Swift Dzire ZDI,2016,7534,55000,Diesel,Individual,Manual,First Owner,1248 CC,5
Tata Nexon 1.2 Revotron XZA Plus,2020,13014,5000,Petrol,Individual,Automatic,First Owner,1198 CC,5
Mahindra Bolero 2011-2019 ZLX,2013,5890,100000,Diesel,Individual,Manual,Second Owner,2523 CC,7
Hyundai i10 Sportz,2014,4767,23000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Maruti Alto 800 LX,2014,2685,60000,Petrol,Individual,Manual,Second Owner,796 CC,5
Maruti Wagon R LXI Minor,2010,2055,70000,Petrol,Individual,Manual,Second Owner,1061 CC,5
Hyundai Santro Xing XS eRLX Euro III,2005,1233,82000,Petrol,Individual,Manual,Fourth & Above Owner,,
Maruti Wagon R LXI Minor,2009,2055,60000,Petrol,Individual,Manual,Second Owner,1061 CC,5
Tata Safari Storme VX Varicor 400,2019,17123,100000,Diesel,Individual,Manual,First Owner,2179 CC,7
Maruti Ertiga VDI,2015,8219,90000,Diesel,Individual,Manual,Third Owner,1248 CC,7
Tata Nano Lx BSIV,2010,890,26432,Petrol,Dealer,Manual,First Owner,624 CC,4
Maruti Omni E 8 Str STD,2016,3014,46702,Petrol,Dealer,Manual,First Owner,796 CC,8
Maruti Omni E 8 Str STD,2016,3014,46706,Petrol,Dealer,Manual,First Owner,796 CC,8
Tata Indica V2 eXeta GLS,2006,1507,53523,Petrol,Dealer,Manual,First Owner,1193 CC,5
Chevrolet Beat Diesel LT,2012,2397,56365,Diesel,Dealer,Manual,First Owner,936 CC,5
Chevrolet Spark 1.0 LT,2011,2192,49563,Petrol,Dealer,Manual,First Owner,995 CC,5
Maruti 800 Std BSIII,2004,890,56432,Petrol,Dealer,Manual,First Owner,796 CC,4
Maruti 800 AC,2002,822,52365,Petrol,Dealer,Manual,Second Owner,796 CC,4
Maruti Alto LXi BSIII,2007,1644,53512,Petrol,Dealer,Manual,Second Owner,796 CC,5
Hyundai Santro Xing XG,2005,1507,53563,Petrol,Dealer,Manual,Second Owner,,
Mahindra Ssangyong Rexton RX7,2013,13699,40000,Diesel,Individual,Automatic,First Owner,2696 CC,7
Maruti Wagon R LXI BS IV,2010,3014,46533,Petrol,Dealer,Manual,First Owner,998 CC,5
Maruti Omni E 8 Str STD,2005,1438,59635,Petrol,Dealer,Manual,Second Owner,,
Maruti Omni 8 Seater BSIV,2008,1575,58632,Petrol,Dealer,Manual,Second Owner,796 CC,5
Maruti Omni LPG STD BSIV,2008,1507,58632,LPG,Dealer,Manual,Second Owner,,
Mahindra XUV500 AT W6 2WD,2016,11644,80000,Diesel,Individual,Automatic,Second Owner,2179 CC,7
Maruti Ertiga SHVS VDI,2016,10274,70000,Diesel,Individual,Manual,First Owner,1248 CC,7
Renault KWID 1.0 RXT Optional,2017,3630,90000,Petrol,Individual,Manual,First Owner,999 CC,5
Ford Classic 1.6 Duratec Titanium,2014,6164,110000,Petrol,Individual,Manual,Second Owner,1596 CC,5
Mahindra Quanto C6,2013,3082,90000,Diesel,Individual,Manual,First Owner,1493 CC,7
Mahindra Scorpio S10 7 Seater,2015,15411,70000,Diesel,Individual,Manual,First Owner,2179 CC,7
Maruti Swift VXI with ABS,2009,3699,80000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Alto LX,2007,1781,78000,Petrol,Individual,Manual,First Owner,796 CC,5
Mahindra Bolero Power Plus SLE,2017,9041,45000,Diesel,Individual,Manual,First Owner,1493 CC,7
Maruti Alto K10 VXI,2015,3288,50000,Petrol,Individual,Manual,Second Owner,998 CC,5
Maruti Alto 800 LXI,2017,3767,58000,Petrol,Individual,Manual,First Owner,796 CC,5
Toyota Innova 2.5 VX 8 STR BSIV,2012,10274,120000,Diesel,Individual,Manual,First Owner,2494 CC,8
Chevrolet Aveo U-VA 1.2,2007,890,30000,Petrol,Individual,Manual,Second Owner,1150 CC,5
Tata Safari Storme EX,2017,11644,162000,Diesel,Individual,Manual,First Owner,2179 CC,7
Maruti Wagon R LXI CNG,2016,4110,50000,CNG,Individual,Manual,Second Owner,998 CC,5
Hyundai i20 1.2 Magna Executive,2018,7603,25000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Mahindra Scorpio 1.99 S6 Plus,2015,11301,60000,Diesel,Individual,Manual,First Owner,1997 CC,7
Hyundai Santro Xing GLS LPG,2010,2055,70000,LPG,Individual,Manual,Third Owner,1086 CC,5
Maruti Swift Dzire VDi,2009,2534,138000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Hyundai i10 Magna,2010,2466,70000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Maruti Alto LXi,2010,2192,48000,Petrol,Individual,Manual,Second Owner,796 CC,5
Ford Endeavour 3.0L 4X2 AT,2012,6849,110000,Diesel,Individual,Automatic,First Owner,2953 CC,7
Maruti Swift VDI BSIV,2014,5137,88000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,12329,68000,Diesel,Individual,Manual,First Owner,2494 CC,7
Hyundai Grand i10 Sportz,2017,6301,70000,Petrol,Individual,Manual,First Owner,1197 CC,5
Renault Duster 85PS Diesel RxL,2014,6575,80000,Diesel,Individual,Manual,First Owner,1461 CC,5
Maruti Swift VDI,2013,4384,100000,Diesel,Individual,Manual,Third Owner,1248 CC,5
Maruti Swift VDI,2013,5068,96000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Hyundai Santro Xing Base,2005,1096,123219,Petrol,Individual,Manual,Third Owner,,
Maruti Zen LX,2002,1027,30000,Petrol,Individual,Manual,Third Owner,993 CC,5
Maruti Ritz LDi,2016,5479,60000,Diesel,Individual,Manual,Third Owner,1248 CC,5
Honda City 1.5 GXI CVT,2005,3425,90000,Petrol,Individual,Automatic,Second Owner,,
Maruti Swift VDI BSIV,2014,5822,65000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Celerio ZXI,2014,4452,48000,Petrol,Individual,Manual,First Owner,998 CC,5
Hyundai Grand i10 Magna,2016,4795,65300,Petrol,Individual,Manual,Second Owner,1197 CC,5
Hyundai i20 1.2 Asta Dual Tone,2018,8219,40000,Petrol,Individual,Manual,First Owner,1197 CC,5
Chevrolet Beat Diesel,2012,1644,60000,Diesel,Individual,Manual,Second Owner,936 CC,5
Maruti Alto K10 2010-2014 VXI,2012,2740,70000,Petrol,Individual,Manual,Second Owner,998 CC,5
Maruti Alto LXi BSIII,2008,1370,70000,Petrol,Individual,Manual,Third Owner,796 CC,5
Hyundai Grand i10 CRDi Asta,2014,4795,70000,Diesel,Individual,Manual,Second Owner,1120 CC,5
Maruti Alto LXi,2006,1164,150000,Petrol,Individual,Manual,Second Owner,796 CC,5
Maruti Alto K10 VXI Optional,2019,5466,10000,Petrol,Individual,Manual,First Owner,998 CC,5
Hyundai Verna 1.6 CRDI,2014,7945,56000,Diesel,Individual,Manual,First Owner,1582 CC,5
Datsun RediGO T Option,2017,3973,30000,Petrol,Individual,Manual,First Owner,799 CC,5
Hyundai Grand i10 Magna,2014,5205,50000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Ford Figo Diesel EXI,2010,2740,120000,Diesel,Individual,Manual,First Owner,1399 CC,5
Maruti Wagon R LXI CNG,2018,5342,40000,CNG,Individual,Manual,First Owner,998 CC,5
Hyundai Grand i10 1.2 Kappa Asta,2017,6849,27500,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Ertiga VDI,2012,7123,73000,Diesel,Individual,Manual,First Owner,1248 CC,7
Maruti Swift Dzire VDI,2017,8904,75000,Diesel,Individual,Manual,First Owner,1248 CC,5
Renault KWID Climber 1.0 MT,2018,5205,5000,Petrol,Individual,Manual,First Owner,999 CC,5
Maruti Wagon R LXI LPG BSIV,2010,3767,50000,LPG,Individual,Manual,First Owner,998 CC,5
Maruti Swift Dzire VDI,2015,7123,70000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Swift Dzire VDI,2015,8356,60000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Wagon R LXI,2004,1164,110000,Petrol,Individual,Manual,First Owner,998 CC,5
Renault Duster 85PS Diesel RxL Optional,2013,6712,95000,Diesel,Individual,Manual,First Owner,1461 CC,5
Hyundai EON Era Plus,2015,3151,34000,Petrol,Individual,Manual,Second Owner,814 CC,5
Hyundai Grand i10 Sportz,2015,5630,25000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Eeco CNG 5 Seater AC BSIV,2019,4959,120000,CNG,Individual,Manual,Second Owner,1196 CC,5
Toyota Etios Cross 1.4L GD,2014,7534,31000,Diesel,Individual,Manual,First Owner,1364 CC,5
Maruti Wagon R LXI CNG,2018,6301,70000,CNG,Individual,Manual,First Owner,998 CC,5
Maruti Ritz VXi (ABS) BS IV,2011,2603,47000,Petrol,Individual,Manual,First Owner,1197 CC,5
Hyundai Santro Magna AMT BSIV,2019,6836,5000,Petrol,Individual,Automatic,First Owner,1086 CC,5
Maruti Eeco 7 Seater Standard BSIV,2018,4904,44000,Petrol,Individual,Manual,First Owner,1196 CC,7
Toyota Etios Diesel TRD Sportivo,2012,3808,120000,Diesel,Individual,Manual,Second Owner,1364 CC,5
Fiat Grande Punto EVO 1.3 Active,2014,4384,39395,Diesel,Individual,Manual,First Owner,1248 CC,5
Renault Fluence 1.5,2013,7945,67000,Diesel,Individual,Manual,Second Owner,1461 CC,5
Honda City VX CVT,2019,17808,20000,Petrol,Individual,Automatic,First Owner,1497 CC,5
Honda Amaze VX i-DTEC,2018,11301,40000,Diesel,Individual,Manual,First Owner,1498 CC,5
Toyota Corolla AE,2004,2329,120000,Petrol,Individual,Manual,Second Owner,1794 CC,5
Toyota Fortuner 4x4 MT,2014,23288,80000,Diesel,Individual,Manual,Second Owner,2982 CC,7
Hyundai Santro Sportz BSIV,2018,6712,7000,Petrol,Individual,Manual,First Owner,1086 CC,5
Mahindra XUV500 W4,2018,14384,15000,Diesel,Individual,Manual,First Owner,2179 CC,7
Chevrolet Beat LT,2016,2877,50000,Petrol,Individual,Manual,First Owner,1199 CC,5
Mahindra Scorpio Intelli Hybrid S10,2016,17123,30000,Diesel,Individual,Manual,First Owner,2179 CC,7
Maruti Swift VDI,2012,4384,120000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Chevrolet Optra Magnum 2.0 LT,2012,5479,64000,Diesel,Individual,Manual,First Owner,1991 CC,5
Maruti Ritz VDi,2013,4384,120000,Diesel,Individual,Manual,First Owner,1248 CC,5
Toyota Corolla Altis Diesel D4DG,2012,8219,85000,Diesel,Individual,Manual,First Owner,1364 CC,5
Maruti Alto K10 2010-2014 VXI,2012,3767,50000,Petrol,Individual,Manual,First Owner,998 CC,5
Maruti Alto LXi,2009,2329,59000,Petrol,Individual,Manual,Second Owner,796 CC,5
Chevrolet Beat Diesel LT,2012,2123,98000,Diesel,Individual,Manual,First Owner,936 CC,5
Tata Indica Vista Quadrajet LS,2012,3288,70000,Diesel,Individual,Manual,First Owner,,
Tata Indica Vista Quadrajet LS,2012,3288,70000,Diesel,Individual,Manual,First Owner,,
Maruti Swift VDI BSIV,2011,4384,120000,Diesel,Individual,Manual,Second Owner,,
Renault Duster 85PS Diesel RxL Plus,2015,8493,140000,Diesel,Individual,Manual,Second Owner,1461 CC,5
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,7260,50000,Petrol,Individual,Manual,First Owner,1197 CC,5
Toyota Etios Liva VD,2015,7534,40000,Diesel,Individual,Manual,First Owner,1364 CC,5
Honda City i DTEC SV,2014,8219,90000,Diesel,Individual,Manual,First Owner,1498 CC,5
Mahindra XUV500 W4,2014,8890,117000,Diesel,Individual,Manual,Third Owner,2179 CC,7
Honda City i DTEC SV,2014,8562,90000,Diesel,Individual,Manual,First Owner,1498 CC,5
Chevrolet Spark 1.0 PS,2010,1712,70000,Petrol,Individual,Manual,First Owner,995 CC,5
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2009,4178,230000,Diesel,Individual,Manual,Second Owner,2499 CC,9
Maruti SX4 ZXI MT BSIV Leather,2010,3904,155000,Petrol,Individual,Manual,Second Owner,1586 CC,5
Tata Xenon XT EX 4X4,2015,8219,60000,Diesel,Individual,Manual,Second Owner,2179 CC,5
Mahindra KUV 100 mFALCON G80 K8,2016,5836,110000,Petrol,Individual,Manual,First Owner,1198 CC,6
Tata Indica Vista Terra 1.4 TDI,2010,2466,120000,Diesel,Individual,Manual,First Owner,1405 CC,5
Hyundai Verna 1.6 VGT CRDi,2011,5479,100000,Diesel,Individual,Manual,Second Owner,1582 CC,5
Chevrolet Beat LS,2010,1644,40000,Petrol,Individual,Manual,Second Owner,1199 CC,5
Tata Manza Aura (ABS) Quadrajet BS IV,2012,4110,110000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Maruti Alto K10 2010-2014 VXI,2011,2603,92500,Petrol,Individual,Manual,Second Owner,998 CC,5
Maruti Alto 800 LXI,2017,4247,20000,Petrol,Individual,Manual,First Owner,796 CC,5
Renault KWID RXL,2019,5205,15000,Petrol,Individual,Manual,First Owner,799 CC,5
Mahindra Bolero Power Plus ZLX,2019,10137,14000,Diesel,Individual,Manual,First Owner,1493 CC,7
Datsun RediGO T Option,2016,3562,35000,Petrol,Individual,Manual,First Owner,799 CC,5
Maruti Alto K10 VXI,2017,4384,32000,Petrol,Individual,Manual,Second Owner,998 CC,5
Maruti Wagon R LXI CNG,2013,2890,90000,CNG,Individual,Manual,First Owner,998 CC,5
Maruti Swift Dzire VXI 1.2 BS IV,2018,8904,35000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Swift Dzire VDI,2017,8918,32500,Diesel,Individual,Manual,Second Owner,1248 CC,5
Maruti Alto K10 VXI AGS,2019,5205,14000,Petrol,Individual,Automatic,First Owner,998 CC,5
Chevrolet Beat Diesel LT,2014,2192,70000,Diesel,Individual,Manual,Third Owner,936 CC,5
Hyundai Verna VTVT 1.6 AT SX Option,2019,17397,20000,Petrol,Individual,Automatic,First Owner,1591 CC,5
Maruti Wagon R Duo Lxi,2011,4110,300000,LPG,Individual,Manual,First Owner,998 CC,5
Maruti Swift VDI Optional,2015,5548,100000,Diesel,Individual,Manual,First Owner,1248 CC,5
Mahindra XUV500 W8 2WD,2015,11644,64800,Diesel,Individual,Manual,First Owner,2179 CC,7
Mahindra Bolero Power Plus ZLX,2017,9315,90000,Diesel,Individual,Manual,First Owner,1493 CC,7
Hyundai Xcent 1.2 Kappa SX Option,2014,5849,80000,Petrol,Individual,Manual,First Owner,1197 CC,5
Hyundai Verna 1.4 CRDi,2015,7192,248000,Diesel,Individual,Manual,First Owner,1396 CC,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,13973,60000,Diesel,Individual,Manual,Second Owner,2494 CC,7
Toyota Innova 2.5 G2,2005,3356,120000,Diesel,Individual,Manual,First Owner,2494 CC,8
Hyundai Elantra CRDi SX,2015,11918,120000,Diesel,Individual,Manual,First Owner,1582 CC,5
Maruti Wagon R Duo Lxi,2010,2192,66444,LPG,Individual,Manual,First Owner,998 CC,5
Maruti Vitara Brezza VDi Option,2016,9589,86000,Diesel,Individual,Manual,First Owner,1248 CC,5
Nissan Sunny Diesel XV,2012,4110,90000,Diesel,Individual,Manual,First Owner,1461 CC,5
Honda Civic 1.8 S AT,2007,2397,218463,Petrol,Individual,Automatic,First Owner,1799 CC,5
Toyota Innova 2.5 VX 8 STR,2012,13151,153000,Diesel,Individual,Manual,First Owner,2494 CC,8
Mahindra Thar CRDe AC,2014,7192,70000,Diesel,Individual,Manual,Second Owner,2498 CC,6
Hyundai Grand i10 CRDi Sportz,2015,4726,60000,Diesel,Individual,Manual,First Owner,1120 CC,5
Honda Amaze S i-Vtech,2015,5342,50000,Petrol,Individual,Manual,First Owner,1198 CC,5
Datsun GO T Option BSIV,2015,3767,20000,Petrol,Individual,Manual,First Owner,1198 CC,5
Chevrolet Sail 1.2 LS ABS,2014,4247,35000,Petrol,Individual,Manual,First Owner,1199 CC,5
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,6849,20000,Petrol,Individual,Manual,First Owner,1197 CC,5
